# Rime user dictionary
#@/db_name	clover.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	82043
#@/user_id	Window-Corp
a 	啊	c=355 d=2.17411 t=82043
shang lai 	上来	c=4 d=6.64893e-23 t=82043
shang liang 	商量	c=4 d=8.72054e-08 t=82043
shang lu 	上路	c=1 d=1.59544e-84 t=82043
shang man 	上满	c=1 d=0.0523397 t=82043
shang mian 	上面	c=14 d=0.835571 t=82043
shang mian de 	上面的	c=1 d=2.91885e-14 t=82043
shang min 	商民	c=1 d=4.07761e-06 t=82043
shang ping 	上屏	c=1 d=1 t=54679
shang qiu 	商丘	c=4 d=1.25699 t=82043
shang qu 	上去	c=8 d=0.00582896 t=82043
shang shen 	上身	c=1 d=1.45921e-34 t=82043
shang sheng 	上升	c=3 d=1.77873e-30 t=82043
shang shou 	上手	c=1 d=1.47618e-23 t=82043
shang shu 	上述	c=1 d=1 t=73828
shang tu 	上图	c=2 d=1.03256e-24 t=82043
shang wan 	上万	c=1 d=3.1417e-56 t=82043
shang wang 	上网	c=3 d=6.56193e-07 t=82043
shang wang 	伤亡	c=1 d=2.6906e-56 t=82043
shang wu 	上午	c=9 d=0.0461896 t=82043
shang xia 	上下	c=13 d=2.88834e-08 t=82043
shang xia ban 	上下班	c=1 d=6.90455e-55 t=82043
shang xia you 	上下游	c=4 d=1 t=78227
shang xian 	上限	c=1 d=1.98986e-36 t=82043
shang xin 	伤心	c=1 d=2.31977e-76 t=82043
shang xue 	上学	c=1 d=2.8027e-95 t=82043
shang yi ge 	上一个	c=1 d=4.00926e-13 t=82043
shang yong 	商用	c=4 d=7.61896e-43 t=82043
shang zhou 	上周	c=1 d=2.08386e-79 t=82043
shao 	勺	c=1 d=6.2305e-23 t=82043
shao 	少	c=20 d=0.191092 t=82043
shao 	稍	c=1 d=1 t=73631
shao 	绍	c=2 d=1.22004e-75 t=82043
shao 	邵	c=14 d=8.51612e-13 t=82043
shao cha 	稍差	c=1 d=6.67978e-48 t=82043
shao den 	少扽	c=2 d=5.86648e-50 t=82043
shao den 	邵扽	c=1 d=1.42905e-53 t=82043
shao deng 	稍等	c=17 d=6.31499e-05 t=82043
shao dian 	少点	c=1 d=1.31403e-07 t=82043
shao le 	少了	c=1 d=9.46777e-34 t=82043
shao miao 	少秒	c=2 d=1.87436e-09 t=82043
shao nian 	少年	c=1 d=1 t=76797
shao suan 	少算	c=1 d=3.50142e-96 t=82043
shao wei 	稍微	c=15 d=0.289384 t=82043
shao xu 	稍许	c=1 d=5.52014e-40 t=82043
shao yi dian 	少一点	c=1 d=0.290835 t=82043
shao yu 	少于	c=2 d=2.16003e-79 t=82043
she 	射	c=1 d=1 t=53226
she 	涉	c=1 d=1 t=53815
she 	舍	c=2 d=4.61268e-37 t=82043
she 	设	c=8 d=1.44954e-05 t=82043
she bao 	社保	c=1 d=1.25075e-44 t=82043
she bei 	设备	c=16 d=0.0497961 t=82043
she chi 	奢侈	c=1 d=1 t=48286
she ding 	设定	c=24 d=0.0183649 t=82043
she fa shuo fu 	设法说服	c=0 d=4.86914e-24 t=82043
she fang 	设防	c=26 d=0.00133646 t=82043
she hui 	社会	c=4 d=0.0146986 t=82043
she hui zhi 	社会之	c=1 d=1.94067e-65 t=82043
she ji 	涉及	c=42 d=4.94277e-05 t=82043
she ji 	设计	c=433 d=4.34506 t=82043
she ji yuan 	设计院	c=2 d=0.219808 t=82043
she li 	设立	c=2 d=1.92044e-30 t=82043
she men 	射门	c=5 d=2.59329e-06 t=82043
she qu 	社区	c=8 d=5.22701e-10 t=82043
she shi 	设施	c=38 d=6.13207e-07 t=82043
she shi du 	摄氏度	c=1 d=8.0764e-17 t=82043
she shui 	涉水	c=1 d=1 t=69207
she xiang 	摄像	c=2 d=1.9321e-64 t=82043
she xiang tou 	摄像头	c=2 d=1.90808e-64 t=82043
she zai 	设在	c=1 d=2.22615e-62 t=82043
she zhi 	设置	c=98 d=0.772517 t=82043
she zhong 	射中	c=1 d=4.95709e-39 t=82043
shen 	伸	c=6 d=7.08703e-09 t=82043
shen 	审	c=22 d=0.000120954 t=82043
shen 	沈	c=5 d=3.09829e-10 t=82043
shen 	深	c=5 d=5.18719e-14 t=82043
shen 	申	c=1 d=2.18103e-27 t=82043
shen 	神	c=2 d=2.81702e-08 t=82043
shen 	莘	c=4 d=2.51583e-93 t=82043
shen 	身	c=80 d=0.839457 t=82043
shen ao da shi 	申奥大使	c=1 d=1 t=61095
shen bao 	申报	c=3 d=1.43085e-09 t=82043
shen ceng 	深层	c=2 d=3.76603e-12 t=82043
shen cha 	审查	c=13 d=0.127447 t=82043
shen cha hui 	审查会	c=1 d=1 t=71467
shen chang 	伸长	c=2 d=8.91973e-09 t=82043
shen cheng 	申城	c=1 d=1 t=45434
shen ding 	审定	c=7 d=0.000593193 t=82043
shen du 	深度	c=22 d=1.72476e-10 t=82043
shen fen 	身份	c=4 d=3.25936e-18 t=82043
shen fen zheng 	身份证	c=1 d=1 t=54552
shen gao 	身高	c=1 d=2.06684e-12 t=82043
shen he 	审核	c=6 d=6.27596e-09 t=82043
shen hua 	深化	c=7 d=1.79272e-09 t=82043
shen ji 	审计	c=5 d=0.00710628 t=82043
shen jin 	伸进	c=0 d=5.75656e-05 t=82043
shen jin ru 	伸进如	c=1 d=0.000578542 t=82043
shen jing 	神经	c=3 d=4.89411e-12 t=82043
shen ke 	深刻	c=2 d=6.58278e-23 t=82043
shen me 	什么	c=138 d=1.18288 t=82043
shen me meng 	什么梦	c=1 d=3.07373e-34 t=82043
shen me ne 	什么呢	c=1 d=6.2445e-20 t=82043
shen nv 	神女	c=1 d=1 t=71793
shen qing 	申请	c=35 d=0.160414 t=82043
shen qing biao 	申请表	c=1 d=2.37291e-19 t=82043
shen qu 	身躯	c=1 d=5.35244e-30 t=82043
shen ru 	深入	c=6 d=4.832e-18 t=82043
shen shui 	渗水	c=3 d=2.70737e-69 t=82043
shen suo 	伸缩	c=15 d=0.416283 t=82043
shen suo fen 	伸缩分	c=1 d=4.62368e-14 t=82043
shen suo fen 	身所分	c=1 d=1 t=75000
shen suo feng 	伸缩缝	c=12 d=0.582748 t=82043
shen ti 	身体	c=3 d=0.0107807 t=82043
shen tou 	渗透	c=1 d=1.57451e-17 t=82043
shen xia 	身下	c=1 d=4.33477e-49 t=82043
shen ye 	深夜	c=1 d=0.0278757 t=82043
shen yu 	甚于	c=1 d=7.04043e-49 t=82043
shen zhen 	深圳	c=6 d=5.93842e-07 t=82043
shen zhen shi 	深圳市	c=1 d=1 t=56067
shen zheng 	深证	c=1 d=2.84776e-18 t=82043
shen zhou 	神舟	c=1 d=2.3501e-23 t=82043
sheng 	升	c=6 d=3.72889e-10 t=82043
sheng 	声	c=6 d=1.37591e-19 t=82043
sheng 	生	c=12 d=0.000236397 t=82043
sheng 	盛	c=4 d=0.00049624 t=82043
sheng 	省	c=10 d=8.89973e-12 t=82043
sheng 	绳	c=1 d=3.37248e-37 t=82043
sheng bing 	生病	c=1 d=1 t=64717
sheng ce hng 	生侧哼	c=1 d=1 t=81297
sheng chan 	生产	c=2 d=4.38907e-19 t=82043
sheng cheng 	生成	c=34 d=0.0796809 t=82043
sheng cun 	生存	c=1 d=3.37603e-20 t=82043
sheng de 	生的	c=1 d=6.62704e-43 t=82043
sheng de 	省得	c=1 d=6.76092e-43 t=82043
sheng gao 	升高	c=1 d=2.0772e-12 t=82043
sheng huo 	生活	c=4 d=1.57152e-24 t=82043
sheng ji 	升级	c=4 d=8.26226e-20 t=82043
sheng li 	生理	c=1 d=2.44892e-37 t=82043
sheng li 	胜利	c=4 d=1.76455e-34 t=82043
sheng ming 	生命	c=1 d=7.7584e-15 t=82043
sheng mu 	声母	c=1 d=1 t=54325
sheng ping zhang 	声屏障	c=4 d=8.01009e-17 t=82043
sheng qi 	生气	c=2 d=6.55106e-25 t=82043
sheng qian 	省钱	c=2 d=1 t=60264
sheng ri 	生日	c=1 d=1 t=48388
sheng si 	生死	c=1 d=1.90036e-24 t=82043
sheng tai 	生态	c=3 d=1.5359e-19 t=82043
sheng wen 	升温	c=3 d=2.72152e-14 t=82043
sheng wu 	生物	c=1 d=1 t=60362
sheng xia 	剩下	c=1 d=4.3565e-49 t=82043
sheng yin 	声音	c=3 d=2.57983e-32 t=82043
sheng yu 	剩余	c=1 d=2.03427e-31 t=82043
shi 	事	c=8 d=0.484325 t=82043
shi 	仕	c=1 d=1.43255e-23 t=82043
shi 	使	c=3 d=4.77764e-17 t=82043
shi 	十	c=1 d=5.44554e-27 t=82043
shi 	史	c=3 d=2.2106e-09 t=82043
shi 	始	c=1 d=8.54758e-37 t=82043
shi 	实	c=1 d=1 t=60310
shi 	室	c=15 d=7.4274e-06 t=82043
shi 	屎	c=2 d=7.46265e-37 t=82043
shi 	市	c=7 d=0.56836 t=82043
shi 	式	c=67 d=1.76604 t=82043
shi 	施	c=13 d=1.19602e-19 t=82043
shi 	时	c=45 d=0.704688 t=82043
shi 	是	c=512 d=2.33702 t=82043
shi 	湿	c=9 d=0.42644 t=82043
shi 	石	c=1 d=1.8008e-38 t=82043
shi 	示	c=7 d=2.47568e-21 t=82043
shi 	视	c=8 d=1.67477 t=82043
shi 	识	c=1 d=1 t=64579
shi a 	是啊	c=1 d=0.182684 t=82043
shi a jian 	是啊建	c=1 d=2.78558e-23 t=82043
shi ba 	是吧	c=20 d=0.0547619 t=82043
shi bai 	失败	c=19 d=0.00950133 t=82043
shi ban 	石板	c=1 d=1 t=74769
shi bi 	势必	c=1 d=6.43426e-78 t=82043
shi bie 	识别	c=21 d=0.0171706 t=82043
shi bu 	是不	c=0 d=7.16632e-82 t=82043
shi bu shi 	是不是	c=57 d=0.755352 t=82043
shi bu shi shi 	是不实施	c=1 d=7.20224e-81 t=82043
shi cai 	石材	c=2 d=1.98511 t=62169
shi ce 	实测	c=5 d=1.54226e-07 t=82043
shi chang 	市场	c=7 d=3.08924e-05 t=82043
shi chi 	试吃	c=3 d=4.54161e-38 t=82043
shi da fu 	士大夫	c=1 d=3.93352e-24 t=82043
shi dai 	时代	c=1 d=4.37997e-24 t=82043
shi dang 	适当	c=6 d=0.690734 t=82043
shi dei 	是得	c=1 d=6.47244e-30 t=82043
shi di 	实地	c=1 d=2.57142e-23 t=82043
shi di 	师弟	c=4 d=4.70633e-28 t=82043
shi dian 	试点	c=1 d=1 t=55655
shi dou 	事都	c=1 d=1 t=60590
shi du 	湿度	c=1 d=1.81081e-15 t=82043
shi du 	试读	c=1 d=1 t=61219
shi duan 	时段	c=1 d=5.45494e-33 t=82043
shi duan fa sheng de 	时段发生的	c=1 d=1.15341e-32 t=82043
shi fa shi 	事发时	c=0 d=7.75787e-24 t=82043
shi fan 	示范	c=2 d=1.96604e-12 t=82043
shi fang 	释放	c=3 d=9.85319e-31 t=82043
shi fou 	是否	c=65 d=0.0396579 t=82043
shi fu 	师傅	c=8 d=7.22381e-28 t=82043
shi fu zhi 	是复制	c=1 d=4.19094e-05 t=82043
shi ge 	是个	c=1 d=0.0144076 t=82043
shi gong 	施工	c=208 d=0.806695 t=82043
shi gong jie duan 	施工阶段	c=1 d=1.19926e-20 t=82043
shi gong pei he 	施工配合	c=1 d=1 t=81621
shi gong tu 	施工图	c=10 d=5.84754e-12 t=82043
shi gou gou 	时狗狗	c=1 d=1 t=50192
shi gu 	事故	c=7 d=1.10929e-18 t=82043
shi he 	适合	c=2 d=0.323033 t=82043
shi he zi 	石河子	c=7 d=5.33738e-08 t=82043
shi hou 	事后	c=1 d=1.25706e-15 t=82043
shi hou 	时候	c=46 d=1.66711 t=82043
shi huai 	释怀	c=1 d=1 t=60710
shi huan 	使唤	c=1 d=0.00137404 t=82043
shi hui 	实惠	c=2 d=6.19521e-15 t=82043
shi ji 	世纪	c=5 d=2.63422e-07 t=82043
shi ji 	实际	c=15 d=0.00021605 t=82043
shi ji 	时机	c=2 d=0.292293 t=82043
shi ji hu lian 	世纪互联	c=8 d=1.98992e-07 t=82043
shi ji nian 	十几年	c=1 d=1 t=73339
shi jia 	施加	c=3 d=0.0177743 t=82043
shi jian 	事件	c=2 d=1.50011e-51 t=82043
shi jian 	实践	c=3 d=3.20059e-08 t=82043
shi jian 	时间	c=87 d=0.645873 t=82043
shi jian 	试件	c=2 d=5.14137e-16 t=82043
shi jian ai 	时间爱	c=1 d=0.0629761 t=82043
shi jian chuo 	时间戳	c=1 d=0.00200924 t=82043
shi jiao 	视角	c=3 d=1.07036 t=72937
shi jie 	世界	c=8 d=0.0054265 t=82043
shi jie 	师姐	c=6 d=4.24763e-16 t=82043
shi jie bei 	世界杯	c=4 d=7.92146e-14 t=82043
shi jie feng 	湿接缝	c=17 d=0.14081 t=82043
shi jie ji 	世界级	c=1 d=6.48257e-19 t=82043
shi jie xing 	世界性	c=1 d=5.45407e-16 t=82043
shi jin 	使劲	c=1 d=1.19242e-42 t=82043
shi jin a 	使劲啊	c=1 d=1.1984e-41 t=82043
shi jiu da 	十九大	c=1 d=2.83895e-11 t=82043
shi ju 	视距	c=15 d=0.524391 t=82043
shi jue 	视觉	c=3 d=6.45307e-13 t=82043
shi ke 	时刻	c=1 d=1.52114e-23 t=82043
shi kong 	时空	c=3 d=9.4767e-15 t=82043
shi kou 	视口	c=4 d=8.74013e-05 t=82043
shi kou 	适口	c=1 d=6.02831e-76 t=82043
shi le 	湿了	c=1 d=1 t=68585
shi li 	势力	c=1 d=2.46104e-95 t=82043
shi li 	实力	c=1 d=2.52179e-29 t=82043
shi li 	示例	c=3 d=4.89093e-28 t=82043
shi li hua 	实例化	c=1 d=1.32575e-82 t=82043
shi liang 	矢量	c=3 d=1.43311e-20 t=82043
shi liang 	适量	c=1 d=1 t=71341
shi liang hua 	矢量化	c=1 d=3.54973e-22 t=82043
shi liang tu 	矢量图	c=2 d=2.40795e-15 t=82043
shi ma 	是吗	c=3 d=1 t=60819
shi mei 	师妹	c=4 d=2.0025e-27 t=82043
shi mian 	市面	c=1 d=6.8989e-16 t=82043
shi mian 	饰面	c=1 d=1 t=71135
shi min 	市民	c=4 d=4.70411e-11 t=82043
shi mo 	石墨	c=1 d=3.98642e-34 t=82043
shi nei 	室内	c=1 d=2.3988e-29 t=82043
shi nei 	市内	c=3 d=2.31163e-24 t=82043
shi nian 	十年	c=3 d=2.29957e-32 t=82043
shi ou 	是欧	c=0 d=7.20125e-51 t=82043
shi pai 	实拍	c=3 d=3.18312e-63 t=82043
shi pei qi 	适配器	c=2 d=4.32525e-30 t=82043
shi pin 	视频	c=8 d=0.210136 t=82043
shi ping 	时评	c=1 d=1 t=56862
shi qi 	十七	c=1 d=1.58947e-40 t=82043
shi qi 	时期	c=0 d=2.48205e-49 t=82043
shi qiao 	实桥	c=4 d=5.99235e-13 t=82043
shi qing 	事情	c=22 d=0.269917 t=82043
shi qu 	失去	c=1 d=0.532592 t=82043
shi qu 	市区	c=1 d=0.000133021 t=82043
shi qu 	拾取	c=2 d=9.08106e-14 t=82043
shi qu 	逝去	c=1 d=2.68366e-55 t=82043
shi ren 	使人	c=1 d=8.21662e-43 t=82043
shi ri 	时日	c=1 d=3.17814e-74 t=82043
shi run 	湿润	c=1 d=1 t=67489
shi san 	十三	c=1 d=1 t=59835
shi shan 	狮山	c=1 d=1 t=58169
shi shang duan fa 	时尚短发	c=1 d=1 t=61094
shi shi 	事实	c=1 d=6.36828e-45 t=82043
shi shi 	实施	c=14 d=1.73054e-11 t=82043
shi shi 	实时	c=6 d=2.09159e-05 t=82043
shi shi 	试试	c=5 d=2.10788e-08 t=82043
shi shi qiu shi 	实事求是	c=1 d=1 t=65789
shi si wu 	十四五	c=1 d=3.92306e-22 t=82043
shi suo 	是所	c=1 d=4.85712e-64 t=82043
shi tang 	食堂	c=4 d=2.92697e-17 t=82043
shi ti 	失蹄	c=1 d=1 t=49127
shi ti 	实体	c=2 d=2.98451e-11 t=82043
shi tou 	石头	c=1 d=1.37096e-06 t=82043
shi tu 	视图	c=5 d=5.2274e-46 t=82043
shi wai 	室外	c=1 d=3.62182e-82 t=82043
shi wan 	十万	c=1 d=3.03365e-56 t=82043
shi wang 	失望	c=0 d=4.59812e-38 t=82043
shi wei 	市委	c=2 d=7.38364e-71 t=82043
shi wu 	事务	c=1 d=1 t=54436
shi wu 	事物	c=1 d=7.13081e-52 t=82043
shi wu 	食物	c=1 d=7.09524e-52 t=82043
shi xi 	实习	c=16 d=7.00131e-27 t=82043
shi xia 	试下	c=1 d=4.48154e-29 t=82043
shi xian 	实现	c=39 d=0.0254765 t=82043
shi xian ne 	实现呢	c=1 d=2.80288e-37 t=82043
shi xiang 	事项	c=2 d=1.00051e-06 t=82043
shi xiao 	失效	c=10 d=0.913931 t=82043
shi xiao 	时效	c=0 d=1.30184e-16 t=82043
shi xiao zhi hou 	时效滞后	c=1 d=1.30836e-15 t=82043
shi xin 	实心	c=1 d=1 t=63705
shi xing 	实行	c=1 d=7.42182e-52 t=82043
shi xiong 	师兄	c=1 d=3.81036e-32 t=82043
shi yan 	实验	c=1 d=3.19951e-94 t=82043
shi yan 	试验	c=13 d=0.0181334 t=82043
shi yan shi 	实验室	c=4 d=5.44246e-12 t=82043
shi yang 	试样	c=1 d=3.11001e-25 t=82043
shi yao wan 	石姚湾	c=1 d=1.01753e-28 t=82043
shi ye 	事业	c=1 d=1.06934e-24 t=82043
shi ye 	视野	c=1 d=1.26749e-24 t=82043
shi yi 	事宜	c=1 d=6.88929e-29 t=82043
shi yi 	施怡	c=4 d=1.01255 t=59142
shi yi 	是一	c=1 d=2.3497e-21 t=82043
shi yi 	示意	c=14 d=8.20679e-08 t=82043
shi yi tu 	示意图	c=6 d=1.58623e-16 t=82043
shi yi xia 	试一下	c=6 d=8.40172e-11 t=82043
shi ying 	适应	c=7 d=6.02665e-14 t=82043
shi ying xing 	适应性	c=3 d=5.18426e-18 t=82043
shi yo 	是哟	c=1 d=1 t=53730
shi yong 	使用	c=157 d=0.123687 t=82043
shi yong 	实用	c=6 d=1.94058e-13 t=82043
shi yong 	试用	c=1 d=2.60346e-51 t=82043
shi yong 	适用	c=40 d=1.41662 t=82043
shi yong ou guan 	使用欧冠	c=1 d=1.61202e-88 t=82043
shi yong xing 	实用性	c=1 d=1 t=73366
shi yong yu 	适用于	c=3 d=2.46547e-28 t=82043
shi yong zhong 	使用中	c=1 d=4.14995e-07 t=82043
shi you 	室友	c=14 d=0.000120966 t=82043
shi yu 	始于	c=1 d=1 t=55932
shi zai 	实在	c=2 d=1.05252e-14 t=82043
shi zeng 	实增	c=1 d=4.16055e-37 t=82043
shi zhang 	市长	c=1 d=9.72067e-50 t=82043
shi zhe 	试着	c=1 d=3.00765e-43 t=82043
shi zhe ge 	是这个	c=3 d=7.12619e-15 t=82043
shi zhen 	是真	c=1 d=1 t=78488
shi zheng 	市政	c=40 d=0.222017 t=82043
shi zheng yuan 	是正圆	c=1 d=0.151829 t=82043
shi zhong 	始终	c=1 d=1 t=73391
shi zhong 	适中	c=4 d=2.19268e-15 t=82043
shi zi 	十字	c=1 d=3.98574e-32 t=82043
shi zi 	狮子	c=2 d=1.04736 t=79173
shou 	兽	c=1 d=5.59309e-18 t=82043
shou 	受	c=16 d=0.470011 t=82043
shou 	手	c=5 d=0.0239928 t=82043
shou 	收	c=19 d=0.519442 t=82043
shou 	熟	c=1 d=5.3129e-31 t=82043
shou 	瘦	c=1 d=1 t=60979
shou 	首	c=13 d=1.22015e-17 t=82043
shou bi 	手臂	c=1 d=1.0029e-34 t=82043
shou biao 	手表	c=1 d=1 t=68464
shou bu dao 	收不到	c=2 d=1.76945e-40 t=82043
shou bu liao 	受不了	c=1 d=2.27352e-45 t=82043
shou ce 	手册	c=3 d=1.86083e-12 t=82043
shou ci 	首次	c=8 d=7.99468e-15 t=82043
shou dao 	受到	c=5 d=7.22086e-15 t=82043
shou dao 	收到	c=24 d=0.501611 t=82043
shou dian 	首点	c=4 d=2.02535e-50 t=82043
shou dong 	手动	c=10 d=2.47528e-12 t=82043
shou duan 	手段	c=4 d=1.93177e-11 t=82043
shou fei 	收费	c=2 d=1 t=66162
shou ge 	首个	c=1 d=1 t=71436
shou gong 	手工	c=1 d=1.86178e-18 t=82043
shou gou 	收购	c=1 d=1.78198e-32 t=82043
shou hai zhe 	受害者	c=2 d=0.0066709 t=82043
shou hou 	售后	c=1 d=3.175e-33 t=82043
shou huan 	手环	c=1 d=1 t=68265
shou hui 	收回	c=1 d=1.45772e-22 t=82043
shou ji 	手机	c=11 d=0.00427488 t=82043
shou ji 	收集	c=7 d=1.43036e-05 t=82043
shou ji hao 	手机号	c=1 d=0.000225994 t=82043
shou ji shang 	手机商	c=1 d=3.43231e-38 t=82043
shou jia 	售价	c=1 d=4.08247e-20 t=82043
shou kuan 	收款	c=1 d=6.85865e-06 t=82043
shou la 	受拉	c=5 d=9.38344e-17 t=82043
shou le 	受了	c=1 d=2.91876e-43 t=82043
shou li 	受力	c=19 d=1.90301e-11 t=82043
shou li 	受理	c=2 d=8.57144e-11 t=82043
shou li 	手里	c=1 d=6.64194e-40 t=82043
shou li dian 	受理点	c=1 d=1.07899e-12 t=82043
shou li hao 	受理号	c=2 d=1.93239 t=44678
shou ming 	寿命	c=12 d=4.0263e-13 t=82043
shou qian 	收钱	c=2 d=0.031372 t=82043
shou quan 	授权	c=2 d=1 t=64811
shou shang 	受伤	c=2 d=1.14086 t=48471
shou shang 	手上	c=1 d=1.26328e-73 t=82043
shou shi 	收拾	c=4 d=2.43091e-09 t=82043
shou su 	手速	c=1 d=2.93858e-05 t=82043
shou suo 	收缩	c=9 d=6.08308e-06 t=82043
shou tuo ren 	受托人	c=1 d=1 t=51987
shou wan 	受弯	c=6 d=8.02614e-11 t=82043
shou wei 	首尾	c=1 d=1 t=66569
shou wo 	手握	c=1 d=1 t=68403
shou xie 	手写	c=2 d=5.73565e-20 t=82043
shou xu 	手续	c=1 d=1.03632e-08 t=82043
shou xu fei 	手续费	c=1 d=3.40706e-10 t=82043
shou ya 	受压	c=4 d=1.22616 t=52558
shou yao 	首要	c=1 d=1 t=69976
shou ye 	首页	c=1 d=1.16041e-15 t=82043
shou yi 	手艺	c=2 d=0.00486835 t=82043
shou yi 	收益	c=3 d=0.371005 t=82043
shou yi xia 	收一下	c=1 d=1 t=70855
shu 	书	c=64 d=1.35017 t=82043
shu 	叔	c=1 d=2.0973e-37 t=82043
shu 	属	c=1 d=6.40435e-82 t=82043
shu 	数	c=51 d=0.0765355 t=82043
shu 	束	c=12 d=0.0043831 t=82043
shu 	树	c=4 d=1.06419e-26 t=82043
shu 	熟	c=1 d=3.16734e-34 t=82043
shu 	竖	c=4 d=7.5996e-07 t=82043
shu 	述	c=3 d=3.79252e-28 t=82043
shu ben 	书本	c=1 d=1 t=49416
shu biao 	鼠标	c=12 d=6.52637e-10 t=82043
shu cai 	蔬菜	c=1 d=1 t=60492
shu chu 	输出	c=15 d=0.0520053 t=82043
shu du 	数度	c=6 d=0.0776969 t=82043
shu fu 	舒服	c=5 d=5.77146e-05 t=82043
shu ji 	书籍	c=1 d=1 t=61801
shu ji 	书记	c=6 d=2.08109e-34 t=82043
shu jia 	暑假	c=1 d=9.75112e-28 t=82043
shu ju 	数据	c=107 d=0.153737 t=82043
shu ju ku 	数据库	c=2 d=3.24929e-11 t=82043
shu ju liang 	数据量	c=2 d=0.041376 t=82043
shu li 	树立	c=1 d=1 t=70554
shu lian 	熟练	c=1 d=5.56596e-49 t=82043
shu liang 	数量	c=57 d=0.414783 t=82043
shu liang 	竖梁	c=1 d=1 t=58790
shu lie 	数列	c=1 d=2.78653e-27 t=82043
shu mu 	数目	c=1 d=6.98248e-40 t=82043
shu mu 	树木	c=2 d=7.27223e-18 t=82043
shu niao guan 	输尿管	c=0 d=0.1 t=52964
shu niu 	枢纽	c=1 d=2.65975e-38 t=82043
shu qu xian 	数曲线	c=1 d=2.61651e-51 t=82043
shu qu xian 	竖曲线	c=23 d=0.369723 t=82043
shu ru 	输入	c=65 d=0.290835 t=82043
shu ru fa 	输入法	c=5 d=6.82862e-05 t=82043
shu rui 	数瑞	c=1 d=4.72015e-51 t=82043
shu shi 	舒适	c=3 d=1.76184e-16 t=82043
shu shi xing 	舒适性	c=3 d=2.03975 t=73790
shu xi 	熟悉	c=2 d=7.05048e-07 t=82043
shu xiang 	竖向	c=36 d=0.767206 t=82043
shu xiang li 	竖向力	c=5 d=2.43174e-13 t=82043
shu xing 	属性	c=24 d=0.000934966 t=82043
shu xing jiao 	书性交	c=1 d=1 t=45608
shu xing kuai 	属性块	c=1 d=1.1333e-31 t=82043
shu xue 	数学	c=3 d=0.00145173 t=82043
shu ye 	树叶	c=1 d=1.379e-16 t=82043
shu yin 	树荫	c=1 d=2.60116e-70 t=82043
shu yu 	属于	c=1 d=2.77641e-43 t=82043
shu zhi 	数值	c=17 d=0.392718 t=82043
shu zhi 	树脂	c=1 d=1.24472e-46 t=82043
shu zhi 	竖直	c=4 d=0.479505 t=82043
shu zhou 	数周	c=1 d=1 t=60903
shu zi 	数字	c=10 d=0.000274654 t=82043
shu zi hua 	数字化	c=1 d=2.63427e-13 t=82043
shu zu 	数组	c=1 d=1 t=50332
shua 	刷	c=6 d=1.56911e-06 t=82043
shua ji 	刷机	c=2 d=1.00002 t=64101
shua xin 	刷新	c=2 d=1.51123e-05 t=82043
shua xing 	刷星	c=1 d=4.79653e-34 t=82043
shuai 	帅	c=1 d=2.5506e-45 t=82043
shuai 	甩	c=1 d=8.29382e-06 t=82043
shuang 	双	c=62 d=0.856698 t=82043
shuang 	爽	c=1 d=6.30062e-37 t=82043
shuang ce 	双侧	c=1 d=1.28136e-05 t=82043
shuang ceng 	双层	c=1 d=4.39669e-10 t=82043
shuang feng 	双缝	c=1 d=1 t=53813
shuang ji 	双击	c=4 d=6.27133e-41 t=82043
shuang kong 	双孔	c=2 d=3.92252e-61 t=82043
shuang kong 	双控	c=1 d=1 t=79085
shuang mian 	双面	c=3 d=5.53161e-35 t=82043
shuang pai 	双排	c=1 d=6.1367e-21 t=82043
shuang pin 	双拼	c=8 d=0.0306884 t=82043
shuang pin ma 	双拼码	c=2 d=1.93239 t=54301
shuang tiao bi 	双挑臂	c=2 d=5.76146e-14 t=82043
shuang xiang 	双向	c=6 d=0.00402593 t=82043
shuang xiu 	双休	c=2 d=6.83893e-09 t=82043
shuang xuan bi 	双悬臂	c=1 d=7.80393e-25 t=82043
shui 	水	c=45 d=0.0182247 t=82043
shui 	睡	c=8 d=3.15379e-13 t=82043
shui 	谁	c=8 d=0.00318278 t=82043
shui bian 	水边	c=7 d=0.0982736 t=82043
shui bian xian 	水边线	c=3 d=1.00001 t=75284
shui cheng 	水城	c=1 d=1 t=63923
shui chi 	水池	c=0 d=1.93869e-54 t=82043
shui di 	水滴	c=2 d=1.99501 t=61201
shui dian 	水电	c=1 d=1.02601e-08 t=82043
shui fen 	水分	c=1 d=9.47775e-17 t=82043
shui guan 	水管	c=7 d=0.000163287 t=82043
shui guo 	水果	c=2 d=8.00149e-25 t=82043
shui hu 	水壶	c=3 d=1.94649 t=60827
shui hu 	水浒	c=3 d=1.94252 t=63962
shui jiao 	睡觉	c=5 d=1.49695e-27 t=82043
shui keng 	水坑	c=2 d=7.87636e-36 t=82043
shui li 	水利	c=8 d=1.25731e-05 t=82043
shui liu 	水流	c=4 d=1.77867e-17 t=82043
shui mi 	水密	c=1 d=2.12935e-39 t=82043
shui mi men 	水密门	c=1 d=1.06068e-46 t=82043
shui mian 	水面	c=1 d=1 t=74263
shui mian 	睡眠	c=1 d=4.92115e-71 t=82043
shui ni 	水泥	c=8 d=2.43174e-13 t=82043
shui pin 	水品	c=1 d=7.91193e-69 t=82043
shui ping 	水平	c=24 d=3.65276 t=82043
