# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	11833
#@/user_id	Window-Corp
a 	啊	c=93 d=5.29402 t=11833
wo zi ji 	我自己	c=1 d=1 t=11571
wo zuo 	我做	c=1 d=0.0655462 t=11833
wu 	五	c=2 d=0.211199 t=11833
wu 	伍	c=0 d=0.0193013 t=11833
wu 	吳	c=7 d=0.156168 t=11833
wu 	無	c=4 d=0.409634 t=11833
wu 	物	c=3 d=0.00514361 t=11833
wu 	霧	c=1 d=1.68289e-06 t=11833
wu fa 	無法	c=4 d=0.184708 t=11833
wu han 	武漢	c=1 d=2.90983e-07 t=11833
wu jia 	物價	c=2 d=1.25706e-06 t=11833
wu li 	無力	c=1 d=1 t=10534
wu li 	物理	c=1 d=1 t=10533
wu lian 	捂臉	c=1 d=0.995012 t=11833
wu liao 	無聊	c=2 d=0.00116589 t=11833
wu liu qi 	伍六七	c=8 d=1.47866 t=11833
wu shi 	巫師	c=4 d=8.85489e-11 t=11833
wu suo wei 	無所謂	c=2 d=1.88692 t=11289
wu ti 	物體	c=3 d=4.3233e-11 t=11833
wu tian 	五天	c=1 d=3.41588e-11 t=11833
wu xi 	無錫	c=1 d=1 t=10620
wu xian 	無線	c=1 d=0.0115047 t=11833
wu xian 	無限	c=2 d=0.0220146 t=11833
wu yan 	無言	c=2 d=1.99005 t=11348
wu yi 	五一	c=1 d=0.00467746 t=11833
wu yi fan 	吳伊凡	c=1 d=1 t=11197
xi 	戲	c=1 d=0.591555 t=11833
xi 	洗	c=2 d=0.249075 t=11833
xi 	系	c=1 d=1.68432e-16 t=11833
xi 	細	c=1 d=0.316637 t=11833
xi an 	西安	c=8 d=0.184654 t=11833
xi fen 	細分	c=1 d=3.84276e-14 t=11833
xi fu 	吸附	c=1 d=1 t=10280
xi guan 	習慣	c=1 d=1.13411e-10 t=11833
xi huan 	喜歡	c=3 d=0.14229 t=11833
xi jiu 	喜酒	c=2 d=3.10797e-06 t=11833
xi shu 	係數	c=4 d=0.724562 t=11833
xi shu 	洗漱	c=3 d=0.082085 t=11833
xi tong 	系統	c=12 d=1.32821 t=11833
xi wang 	希望	c=3 d=0.00782963 t=11833
xi yin 	吸引	c=1 d=0.000746586 t=11833
xi zao 	洗澡	c=2 d=0.737709 t=11833
xi zhao 	夕照	c=2 d=0.723568 t=11833
xia 	下	c=15 d=2.18701 t=11833
xia 	俠	c=1 d=0.00869506 t=11833
xia 	夏	c=1 d=0.543351 t=11833
xia 	瞎	c=0 d=0.0882497 t=11833
xia ban 	下班	c=3 d=0.153355 t=11833
xia bu 	下部	c=2 d=0.562705 t=11833
xia chuan 	下船	c=1 d=0.193013 t=11833
xia ci 	下次	c=4 d=0.32628 t=11833
xia fa fa 	瞎發發	c=1 d=0.88692 t=11833
xia fei ji 	下飛機	c=1 d=0.000488095 t=11833
xia ge 	下個	c=4 d=0.0642483 t=11833
xia jia 	下架	c=1 d=7.73969e-16 t=11833
xia lai 	下來	c=1 d=0.0119742 t=11833
xia mian 	下面	c=5 d=0.71177 t=11833
xia qu 	下去	c=2 d=0.00207043 t=11833
xia ren 	嚇人	c=2 d=0.1865 t=11833
xia wu 	下午	c=3 d=0.195932 t=11833
xia xing 	下行	c=1 d=0.25924 t=11833
xia yi ge 	下一個	c=1 d=6.08929e-18 t=11833
xia yu 	下雨	c=2 d=0.0404282 t=11833
xia zai 	下載	c=10 d=0.173871 t=11833
xia zai qi 	下載器	c=1 d=1.99956e-05 t=11833
xia zhou 	下週	c=4 d=0.052615 t=11833
xian 	先	c=9 d=0.529935 t=11833
xian 	現	c=2 d=1.43622e-05 t=11833
xian 	線	c=21 d=1.13677 t=11833
xian 	險	c=1 d=1 t=9898
xian chang 	現場	c=19 d=4.25593 t=11833
xian cheng 	線程	c=6 d=1.44743 t=11833
xian de 	顯得	c=1 d=1 t=9270
xian du 	限度	c=1 d=0.0322254 t=11833
xian duan 	線段	c=2 d=1.79591e-06 t=11833
xian jiao 	現澆	c=7 d=3.06358 t=9159
xian jie duan 	現階段	c=1 d=1.15663e-06 t=11833
xian lu 	線路	c=1 d=4.26892e-16 t=11833
xian qian 	閒錢	c=1 d=1.98512e-08 t=11833
xian shang 	線上	c=2 d=1.0147 t=10051
xian shi 	顯示	c=23 d=1.44321 t=11833
xian yang 	咸陽	c=1 d=3.39007e-10 t=11833
xian you 	現有	c=1 d=6.24132e-14 t=11833
xian zai 	現在	c=47 d=2.11581 t=11833
xian zhi 	限制	c=1 d=2.511e-08 t=11833
xian zhu 	顯著	c=1 d=0.0234005 t=11833
xian zi 	仙子	c=1 d=3.23925e-05 t=11833
xian zi a 	仙子啊	c=2 d=1.96836 t=10255
xiang 	像	c=2 d=4.89118e-08 t=11833
xiang 	向	c=5 d=2.57374 t=11833
xiang 	想	c=19 d=0.675932 t=11833
xiang 	相	c=3 d=0.0791548 t=11833
xiang 	祥	c=2 d=1.38206e-05 t=11833
xiang 	箱	c=1 d=0.278037 t=11833
xiang 	香	c=1 d=1.48615e-14 t=11833
xiang bi 	相比	c=1 d=2.72671e-07 t=11833
xiang bu tong 	想不通	c=1 d=5.41285e-15 t=11833
xiang cha 	相差	c=1 d=1.00796e-05 t=11833
xiang chu 	相處	c=4 d=0.509156 t=11833
xiang dao 	想到	c=1 d=3.21029e-16 t=11833
xiang dui 	相對	c=3 d=0.26982 t=11833
xiang fa 	想法	c=1 d=0.0250972 t=11833
xiang guan 	相關	c=6 d=0.591365 t=11833
xiang jiao 	相交	c=2 d=1.93707 t=9644
xiang jie 	相接	c=1 d=0.0713613 t=11833
xiang kai 	想開	c=1 d=7.62576e-18 t=11833
xiang la 	香辣	c=1 d=6.16221e-11 t=11833
xiang liang 	箱梁	c=6 d=1.12311e-05 t=11833
xiang lin 	相鄰	c=3 d=0.111512 t=11833
xiang mu 	項目	c=12 d=0.0196437 t=11833
xiang nei 	箱內	c=1 d=3.99823e-10 t=11833
xiang qin 	相親	c=1 d=1 t=10442
xiang shui 	香水	c=2 d=0.842617 t=11833
xiang tong 	相同	c=1 d=0.0314298 t=11833
xiang wen 	想問	c=0 d=0.0588605 t=11833
xiang wen xia 	想問下	c=1 d=0.591555 t=11833
xiang xi 	詳細	c=1 d=0.427415 t=11833
xiang yao 	想要	c=1 d=0.00447164 t=11833
xiang yin 	鄉音	c=1 d=5.23753e-10 t=11833
xiang ying 	相應	c=3 d=0.0958472 t=11833
xiang ying 	響應	c=1 d=1.35381e-05 t=11833
xiang zhi 	響指	c=1 d=2.73991e-05 t=11833
xiao 	小	c=29 d=1.80219 t=11833
xiao 	曉	c=1 d=1 t=11299
xiao cheng xu 	小程序	c=1 d=0.0422141 t=11833
xiao fei fei 	小飛飛	c=2 d=6.42682e-18 t=11833
xiao fu qi 	小夫妻	c=1 d=2.32956e-08 t=11833
xiao gu fu 	小辜負	c=1 d=0.00100779 t=11833
xiao gu ma 	小姑媽	c=2 d=0.045502 t=11833
xiao guo 	效果	c=1 d=1 t=11653
xiao hai 	小孩	c=1 d=1 t=10555
xiao hui zi 	小惠子	c=1 d=1.42468e-17 t=11833
xiao huo 	小夥	c=1 d=3.46091e-18 t=11833
xiao huo zi 	小夥子	c=9 d=6.13128e-17 t=11833
xiao jie 	小姐	c=0 d=0.0644036 t=11833
xiao jie jie 	小姊姊	c=1 d=0.644036 t=11833
xiao jie jie 	小姐姐	c=1 d=0.647265 t=11833
xiao lou 	小樓	c=0 d=4.22213e-05 t=11833
xiao lou liu 	小樓六	c=1 d=0.00042433 t=11833
xiao lou lou 	小嘍嘍	c=1 d=0.000485661 t=11833
xiao ma ma 	小媽媽	c=1 d=0.0340475 t=11833
xiao ni zi 	小妮子	c=1 d=2.09879e-16 t=11833
xiao nian qing 	小年輕	c=1 d=0.00740944 t=11833
xiao nv sheng 	小女生	c=1 d=0.000428594 t=11833
xiao qian 	消遣	c=1 d=0.980199 t=11833
xiao shi 	小時	c=2 d=0.0507928 t=11833
xiao shou 	銷售	c=1 d=1.81457e-10 t=11833
xiao xi 	消息	c=6 d=0.844574 t=11833
xiao zhan 	肖戰	c=1 d=0.142987 t=11833
xie 	些	c=1 d=1.37544e-15 t=11833
xie 	協	c=2 d=0.00517083 t=11833
xie 	寫	c=6 d=0.375311 t=11833
xie 	斜	c=2 d=0.113042 t=11833
xie 	鞋	c=2 d=1.08494e-10 t=11833
xie cheng 	協程	c=1 d=0.644036 t=11833
xie cuo 	寫錯	c=1 d=1.757e-13 t=11833
xie le 	寫了	c=1 d=0.0298969 t=11833
xie le 	謝了	c=1 d=1 t=10951
xie lun wen 	寫論文	c=1 d=0.22313 t=11833
xie lv 	斜率	c=1 d=0.0300468 t=11833
xie mian 	鞋面	c=1 d=0.000332125 t=11833
xie ru 	寫入	c=6 d=0.0018159 t=11833
xie shang 	協商	c=2 d=1.07083e-06 t=11833
xie tiao 	協調	c=1 d=0.00577048 t=11833
xie tong 	協同	c=1 d=1.11166e-10 t=11833
xie xie 	謝謝	c=5 d=0.522046 t=11833
xie zai 	卸載	c=4 d=0.000109845 t=11833
xie zhu 	協助	c=1 d=0.88692 t=11833
xin 	信	c=2 d=0.962235 t=11833
xin 	心	c=3 d=0.00726273 t=11833
xin 	新	c=17 d=2.22688 t=11833
xin 	欣	c=4 d=2.14394 t=10076
xin ban ben 	新版本	c=1 d=2.45492e-07 t=11833
xin de 	新的	c=2 d=1.42021 t=11833
xin hao 	信號	c=1 d=0.044601 t=11833
xin hun 	新婚	c=1 d=1.41271e-06 t=11833
xin li 	心裏	c=1 d=2.18333e-10 t=11833
xin neng yuan 	新能源	c=1 d=1.56965e-10 t=11833
xin pian 	芯片	c=3 d=0.906005 t=11833
xin qing 	心情	c=2 d=0.0653192 t=11833
xin ren 	新人	c=1 d=1 t=10372
xin xi 	信息	c=15 d=0.413463 t=11833
xin xin 	信心	c=1 d=4.82073e-05 t=11833
xing 	型	c=1 d=6.54438e-13 t=11833
xing 	形	c=1 d=6.57718e-13 t=11833
xing 	性	c=2 d=0.0207543 t=11833
xing 	興	c=1 d=0.0383884 t=11833
xing 	行	c=9 d=0.982749 t=11833
xing ba ke 	星巴克	c=1 d=0.204948 t=11833
xing cheng 	行程	c=2 d=0.000418012 t=11833
xing lai 	醒來	c=1 d=0.00568457 t=11833
xing li 	行李	c=1 d=0.118837 t=11833
xing ming 	姓名	c=1 d=0.822835 t=11833
xing qu 	興趣	c=2 d=0.296749 t=11833
xing shi 	形式	c=2 d=0.011109 t=11833
xing zhi 	性質	c=1 d=0.40657 t=11833
xing zhuang 	形狀	c=1 d=0.00285124 t=11833
xing zuo 	星座	c=1 d=0.0138427 t=11833
xiong de 	兇的	c=1 d=0.0685632 t=11833
xiong di 	兄弟	c=1 d=0.0689068 t=11833
xiu 	修	c=1 d=3.03065e-15 t=11833
xiu 	秀	c=1 d=2.64702e-11 t=11833
xiu bu 	修補	c=4 d=0.105098 t=11833
xiu fu 	修復	c=4 d=0.133555 t=11833
xiu gai 	修改	c=9 d=0.952377 t=11833
xiu gai o 	修改哦	c=1 d=0.180866 t=11833
xiu le 	修了	c=1 d=3.05902e-07 t=11833
xiu man 	修滿	c=3 d=1.11022e-06 t=11833
xiu shi 	鏽蝕	c=1 d=1.48924e-09 t=11833
xiu xi 	休息	c=9 d=0.906881 t=11833
xiu zheng 	修正	c=4 d=1.36318 t=11833
xu 	徐	c=1 d=1.20777e-15 t=11833
xu 	旭	c=1 d=0.960789 t=11833
xu 	許	c=1 d=0.10039 t=10177
xu 	需	c=5 d=5.17251e-09 t=11833
xu 	須	c=4 d=1.3866e-08 t=11833
xu a yao 	許啊喲	c=1 d=1 t=10178
xu duo 	許多	c=1 d=0.00701293 t=11833
xu hao 	序號	c=5 d=0.462162 t=11833
xu lie hao 	序列號	c=1 d=0.063609 t=11833
xu ni 	虛擬	c=3 d=0.932412 t=11833
xu ni ji 	虛擬機	c=1 d=0.97531 t=11833
xu qiu 	需求	c=2 d=0.00609723 t=11833
xu yao 	需要	c=20 d=1.61437 t=11833
xuan 	選	c=14 d=0.831528 t=11833
xuan bi 	懸臂	c=7 d=1.82692 t=11833
xuan chuan pian 	宣傳片	c=1 d=1.01353e-11 t=11833
xuan de 	玄德	c=1 d=0.869358 t=11833
xuan gua 	懸掛	c=1 d=1 t=8933
xuan hao 	選好	c=3 d=0.838023 t=11833
xuan le 	選了	c=1 d=1 t=11015
xuan pei 	選配	c=1 d=1.72608e-10 t=11833
xuan ran 	渲染	c=6 d=0.00109037 t=11833
xuan xiang 	選項	c=4 d=0.534457 t=11833
xuan xiu 	選修	c=1 d=3.81178e-07 t=11833
xuan ze 	選擇	c=14 d=1.9984 t=11833
xuan zhe 	懸着	c=1 d=0.995012 t=11833
xuan zhong 	選中	c=3 d=2.12914e-09 t=11833
xuan zhuan 	旋轉	c=1 d=0.000121572 t=11833
xue 	學	c=1 d=0.00172937 t=11833
xue 	薛	c=1 d=9.10147e-11 t=11833
xue dian 	學點	c=1 d=0.0678809 t=11833
xue fen 	學分	c=2 d=6.28961e-07 t=11833
xue jie 	學姐	c=1 d=1 t=9285
xue shu 	學術	c=3 d=1.97378 t=11833
xue xi 	學習	c=4 d=0.574072 t=11833
xue xiao 	學校	c=6 d=0.690734 t=11833
xue xiao de 	學校的	c=1 d=1.21382e-15 t=11833
xun fang 	詢訪	c=1 d=5.45407e-16 t=11833
xun huan 	循環	c=2 d=0.000202454 t=11833
xun lei 	迅雷	c=1 d=1 t=9533
xun wen 	詢問	c=1 d=0.50409 t=11833
ya 	亞	c=1 d=0.000116806 t=11833
ya li 	壓力	c=7 d=0.0105383 t=11833
ya shi 	壓實	c=1 d=0.183599 t=11833
ya shua 	牙刷	c=1 d=0.625002 t=11833
ya suo 	壓縮	c=1 d=0.00701293 t=11833
ya wei 	押尾	c=0 d=1.82336e-09 t=11833
ya wei you 	押尾有	c=1 d=1.8325e-08 t=11833
yan 	硯	c=1 d=4.89525e-09 t=11833
yan 	豔	c=2 d=8.18945e-12 t=11833
yan 	驗	c=3 d=0.000171592 t=11833
yan 	鹽	c=1 d=1.55456e-14 t=11833
yan chi 	延遲	c=1 d=0.477114 t=11833
yan hou 	咽喉	c=2 d=0.147554 t=11833
yan hou yan 	咽喉炎	c=2 d=0.0462668 t=11833
yan hua 	煙花	c=2 d=3.37478e-08 t=11833
yan jin 	嚴謹	c=1 d=1.18692e-16 t=11833
yan jiu 	研究	c=3 d=9.8122e-15 t=11833
yan jiu yuan 	研究院	c=1 d=4.19166e-07 t=11833
yan se 	顏色	c=4 d=0.000682328 t=11833
yan tai 	煙臺	c=1 d=0.131994 t=11833
yan yong 	沿用	c=2 d=5.75207e-16 t=11833
yan zhao 	豔照	c=1 d=8.23535e-11 t=11833
yan zhao men 	豔罩門	c=1 d=8.19428e-11 t=11833
yan zhong 	嚴重	c=1 d=0.158025 t=11833
yang 	楊	c=1 d=2.04648e-11 t=11833
yang 	樣	c=4 d=1.84775 t=11833
yang 	洋	c=3 d=2.78733 t=9333
yang 	陽	c=4 d=3.24726e-05 t=11833
yang pu 	楊浦	c=1 d=1 t=9958
yang zhou 	揚州	c=1 d=0.25924 t=11833
yang zi 	樣子	c=1 d=0.0893673 t=11833
yao 	要	c=39 d=2.14055 t=11833
yao bu 	要不	c=1 d=1 t=8962
yao gei 	要給	c=1 d=1 t=11814
yao qian 	要錢	c=1 d=0.172907 t=11833
yao qiu 	要求	c=5 d=0.819592 t=11833
yao qu 	要去	c=1 d=0.00440507 t=11833
yao shi 	要是	c=3 d=0.00508773 t=11833
yao shi 	鑰匙	c=2 d=0.00341732 t=11833
yao si 	要死	c=1 d=0.355226 t=11833
yao wo 	要我	c=1 d=0.000893825 t=11833
ye 	也	c=59 d=2.85916 t=11833
ye 	夜	c=1 d=0.00562801 t=11833
ye 	頁	c=1 d=1 t=9138
ye dei 	也得	c=3 d=0.869367 t=11833
ye ji 	業績	c=1 d=1 t=10237
ye ke yi 	也可以	c=2 d=0.0150707 t=11833
ye mei you 	也沒有	c=1 d=0.603506 t=11833
ye mian 	頁面	c=2 d=0.618783 t=11833
ye shi 	也是	c=10 d=0.38868 t=11833
ye wu 	業務	c=2 d=1.97531 t=10851
ye ye 	爺爺	c=1 d=0.0270518 t=11833
ye zhu 	業主	c=2 d=0.0335213 t=11833
yi 	一	c=12 d=3.3417 t=11833
yi 	亦	c=1 d=0.000689186 t=11833
yi 	以	c=11 d=0.54322 t=11833
yi 	怡	c=7 d=0.226693 t=11833
yi 	易	c=1 d=1 t=11831
yi 	異	c=1 d=7.62187e-12 t=11833
yi 	翼	c=1 d=0.138069 t=11833
yi ban 	一般	c=3 d=0.32877 t=11833
yi bao 	醫保	c=3 d=0.611071 t=11833
yi bei 	一倍	c=1 d=1.73863e-07 t=11833
yi bi 	一筆	c=1 d=0.00178203 t=11833
yi bian 	一邊	c=1 d=6.46363e-14 t=11833
yi biao 	儀表	c=1 d=1 t=10795
yi bu 	一步	c=2 d=5.32597e-17 t=11833
yi ce 	一側	c=1 d=6.82909e-14 t=11833
yi ceng 	一層	c=2 d=0.633417 t=11833
yi chang 	異常	c=1 d=0.00673795 t=11833
yi ci 	一次	c=1 d=0.121846 t=11833
yi dian 	一點	c=7 d=0.0104621 t=11833
yi ding 	一定	c=2 d=0.357007 t=11833
yi dong 	移動	c=4 d=0.000658748 t=11833
yi duan 	一段	c=1 d=6.50731e-05 t=11833
yi duan duan 	一段段	c=1 d=3.06903e-16 t=11833
yi dui 	一對	c=1 d=0.0792617 t=11833
yi dun 	一頓	c=1 d=1.66614e-06 t=11833
yi fan 	伊凡	c=1 d=1.1 t=11196
yi fu 	衣服	c=2 d=0.0596059 t=11833
yi gao 	一搞	c=1 d=2.66718e-12 t=11833
yi ge 	一個	c=37 d=2.3288 t=11833
yi ge bi jiao he shi 	一個比較合適	c=1 d=0.980199 t=11833
yi ge ren 	一個人	c=2 d=0.492092 t=11833
yi ge yue 	一個月	c=1 d=2.91736e-08 t=11833
yi gen gen 	一根根	c=1 d=0.390628 t=11833
yi hou 	以後	c=4 d=0.0657636 t=11833
yi hui 	一會	c=1 d=0.0136366 t=11833
yi hui lai 	一回來	c=1 d=0.509156 t=11833
yi huo 	疑惑	c=1 d=8.23815e-15 t=11833
yi ji 	一級	c=1 d=2.70841e-16 t=11833
yi ji 	以及	c=6 d=0.77001 t=11833
yi jia 	一家	c=1 d=0.00121259 t=11833
yi jian 	一件	c=1 d=1 t=11681
yi jian 	一鍵	c=1 d=0.179964 t=11833
yi jian 	一間	c=2 d=7.4953e-08 t=11833
yi jian 	意見	c=9 d=0.18731 t=11833
yi jie 	一階	c=1 d=9.35125e-06 t=11833
yi jing 	已經	c=23 d=0.623084 t=11833
yi ju 	一句	c=1 d=4.53367e-18 t=11833
yi ju 	依據	c=1 d=1 t=9101
yi kai shi 	一開始	c=1 d=0.000876127 t=11833
yi kuai 	一塊	c=4 d=0.112471 t=11833
yi kuan 	一款	c=1 d=0.618783 t=11833
yi lu 	一路	c=1 d=0.29523 t=11833
yi ma 	姨媽	c=1 d=1 t=11088
yi miao 	疫苗	c=4 d=0.910579 t=11833
yi nan 	以南	c=1 d=8.59655e-16 t=11833
yi nian 	一年	c=2 d=6.75999e-12 t=11833
yi pi 	一批	c=1 d=0.0372538 t=11833
yi ping 	一平	c=1 d=1 t=10501
yi qi 	一起	c=7 d=0.957214 t=11833
yi qian 	以前	c=3 d=0.666977 t=11833
yi qing 	疫情	c=5 d=0.943207 t=11833
yi qiu 	以求	c=1 d=1 t=9326
yi shang 	以上	c=3 d=0.623496 t=11833
yi si 	意思	c=6 d=0.569634 t=11833
yi suo 	一所	c=1 d=1 t=8999
yi tao 	一套	c=1 d=0.00171216 t=11833
yi ti 	一體	c=1 d=1 t=11491
yi tian 	一天	c=1 d=5.38128e-05 t=11833
yi tiao 	一條	c=1 d=3.31549e-13 t=11833
yi wa 	伊娃	c=1 d=3.9489e-11 t=11833
yi wei 	以爲	c=1 d=0.00843808 t=11833
yi wen 	疑問	c=3 d=0.298095 t=11833
yi xia 	一下	c=29 d=0.932394 t=11833
yi xia 	以下	c=2 d=0.055299 t=11833
yi xia zai 	一下在	c=1 d=1 t=10476
yi xia zi 	一下子	c=2 d=1.73345 t=9330
yi xian ai 	胰腺癌	c=1 d=1 t=8669
yi xiang 	異鄉	c=1 d=0.00557201 t=11833
yi xiao kuai 	一小塊	c=1 d=0.018968 t=11833
yi xiao shi 	一小時	c=1 d=0.960789 t=11833
yi xie 	一些	c=7 d=0.672747 t=11833
yi yan 	一眼	c=1 d=0.000711786 t=11833
yi yang 	一樣	c=6 d=0.17552 t=11833
yi yi 	意義	c=1 d=1 t=8783
yi yuan 	醫院	c=2 d=0.459007 t=11833
yi zao 	一早	c=2 d=1.63068e-07 t=11833
yi zhang 	一張	c=1 d=0.748264 t=11833
yi zhen 	一針	c=1 d=0.0352602 t=11833
yi zhi 	一直	c=9 d=0.283865 t=11833
yi zhi 	一致	c=2 d=3.01297e-05 t=11833
yin cang 	隱藏	c=2 d=0.0049667 t=11833
yin chang 	吟唱	c=1 d=0.00141589 t=11833
yin dao 	引導	c=19 d=3.72193 t=11833
yin huan 	隱患	c=1 d=7.27138e-17 t=11833
yin pin 	音頻	c=1 d=0.008396 t=11833
yin qiao 	引橋	c=1 d=0.557106 t=11833
yin su 	因素	c=2 d=0.036334 t=11833
yin wei 	因爲	c=4 d=0.606543 t=11833
yin xiang 	音箱	c=2 d=0.95906 t=11833
yin yan 	引言	c=1 d=0.733447 t=11833
yin yong 	引用	c=2 d=0.960789 t=11833
yin yue 	音樂	c=2 d=4.26992e-11 t=11833
ying 	應	c=1 d=0.694197 t=11833
ying chou 	應酬	c=2 d=1.35145 t=11833
ying gai 	應該	c=11 d=0.75958 t=11833
ying gai shi 	應該是	c=5 d=0.00181551 t=11833
ying huan 	瀛寰	c=1 d=7.23512e-17 t=11833
ying jian 	硬件	c=1 d=0.178173 t=11833
ying li 	應力	c=2 d=1.96079 t=9256
ying li 	盈利	c=3 d=1.4962e-05 t=11833
ying pan 	硬盤	c=2 d=0.367879 t=11833
ying te er 	英特爾	c=1 d=0.0148464 t=11833
ying wei 	應爲	c=2 d=0.332871 t=11833
ying wen 	英文	c=1 d=0.386741 t=11833
ying xiang 	影響	c=2 d=0.261846 t=11833
ying yong 	應用	c=4 d=0.000246943 t=11833
yong 	勇	c=3 d=1.38123 t=11543
yong 	永	c=2 d=7.09163e-09 t=11833
yong 	用	c=16 d=1.74932 t=11833
yong dao 	用到	c=1 d=0.00147367 t=11833
yong de 	用的	c=1 d=1.1205e-15 t=11833
yong dian 	用電	c=1 d=0.00032882 t=11833
yong guo 	用過	c=1 d=0.00670434 t=11833
yong hu 	用戶	c=4 d=0.019127 t=11833
yong lai 	用來	c=1 d=0.346456 t=11833
yong qi 	勇氣	c=1 d=1 t=10583
yong yong 	用用	c=1 d=8.79292e-17 t=11833
yong yu 	用於	c=5 d=0.0590482 t=11833
you 	又	c=4 d=0.6493 t=11833
you 	右	c=2 d=6.90313e-15 t=11833
you 	有	c=63 d=3.53859 t=11833
you 	鈾	c=1 d=3.71893e-11 t=11833
you de 	有的	c=2 d=0.516851 t=11833
you di 	郵遞	c=1 d=1 t=11063
you dian 	有點	c=13 d=0.794761 t=11833
you fang 	有房	c=1 d=0.00200924 t=11833
you ge 	有個	c=1 d=2.01965e-05 t=11833
you ge ren 	有個人	c=1 d=1 t=10722
you guan 	有關	c=1 d=0.0187793 t=11833
you hao 	友好	c=1 d=6.51063e-11 t=11833
you hao ji ge 	有好幾個	c=1 d=0.687289 t=11833
you hua 	優化	c=4 d=0.463765 t=11833
you huo 	誘惑	c=1 d=0.000757869 t=11833
you ji 	郵寄	c=2 d=0.046341 t=11833
you jian 	郵件	c=3 d=0.024503 t=11833
you jing yan 	有經驗	c=1 d=0.579842 t=11833
you ke neng 	有可能	c=1 d=0.000109455 t=11833
you kong 	有空	c=1 d=0.0269169 t=11833
you lai 	又來	c=1 d=2.27831e-11 t=11833
you lie 	優劣	c=1 d=8.35981e-11 t=11833
you mei you 	有沒有	c=3 d=0.878095 t=11833
you shen me 	有什麼	c=2 d=0.00918669 t=11833
you shi 	又是	c=1 d=0.0578443 t=11833
you shi hou 	有時候	c=1 d=0.650509 t=11833
you wan 	遊玩	c=2 d=0.119556 t=11833
you wen ti 	有問題	c=2 d=0.139457 t=11833
you xi 	遊戲	c=1 d=8.44958e-19 t=11833
you xian 	有限	c=1 d=4.23378e-07 t=11833
you xiao 	有效	c=1 d=1 t=9525
you xie 	有些	c=2 d=0.289402 t=11833
you xin 	有心	c=1 d=1 t=10531
you xuan ze 	有選擇	c=1 d=0.00216573 t=11833
you yao 	又要	c=1 d=2.52487e-14 t=11833
you yi ge 	又一個	c=2 d=0.17552 t=11833
you yi xie 	有一些	c=1 d=0.301194 t=11833
you yong 	有用	c=1 d=0.0133665 t=11833
you yu 	由於	c=2 d=0.0353886 t=11833
you zheng 	郵政	c=1 d=1 t=10844
yu 	俞	c=1 d=1.618e-14 t=11833
yu 	於	c=10 d=0.897992 t=11833
yu 	玉	c=5 d=0.00013446 t=11833
yu 	與	c=13 d=0.776523 t=11833
yu 	郁	c=1 d=6.72971e-18 t=11833
yu dao 	遇到	c=2 d=0.00196945 t=11833
yu fa 	語法	c=1 d=0.110803 t=11833
yu ji 	預計	c=3 d=0.00385968 t=11833
yu ju 	語句	c=1 d=0.00568457 t=11833
yu le 	娛樂	c=1 d=1 t=9908
yu liu 	預留	c=2 d=1.56957 t=11833
yu mai 	預埋	c=4 d=3.5754 t=11826
yu mi fen 	玉米粉	c=1 d=0.465334 t=11833
yu ming 	域名	c=2 d=1.59526e-15 t=11833
yu tang he 	俞塘河	c=1 d=3.69271e-16 t=11833
yu wo er ma 	與沃爾瑪	c=1 d=0.000174253 t=11833
yu yan 	語言	c=1 d=0.00329615 t=11833
yu ying li 	預應力	c=7 d=1.91031 t=11833
yu yue 	預約	c=1 d=0.0267827 t=11833
yu zhi 	預知	c=1 d=0.640824 t=11833
yu zhi 	預製	c=4 d=0.644036 t=11833
yuan 	元	c=1 d=0.202909 t=11833
yuan 	員	c=2 d=0.000323925 t=11833
yuan 	圓	c=4 d=1.49168 t=11833
yuan 	源	c=1 d=0.0495388 t=11833
yuan 	袁	c=8 d=0.628135 t=11833
yuan 	遠	c=3 d=5.11905e-14 t=11833
yuan 	院	c=6 d=2.78388 t=11833
yuan cheng 	遠程	c=1 d=3.80194e-06 t=11833
yuan dan 	元旦	c=1 d=1 t=11688
yuan fang 	遠方	c=1 d=0.0555762 t=11833
yuan gong 	員工	c=1 d=1 t=10332
yuan guang deng 	遠光燈	c=1 d=1 t=10961
yuan jian 	遠見	c=1 d=0.00168667 t=11833
yuan jie mian 	圓截面	c=1 d=5.38494e-13 t=11833
yuan lai shi 	原來是	c=1 d=1 t=9391
yuan shi 	原始	c=1 d=2.99224e-12 t=11833
yuan tian 	原填	c=1 d=0.166127 t=11833
yuan xiao jie 	元宵節	c=1 d=0.822835 t=11833
yuan xing 	圓形	c=1 d=0.00179994 t=11833
yuan yi 	願意	c=4 d=0.806654 t=11833
yuan yin 	原因	c=6 d=0.347149 t=11833
yuan ying 	圓瑛	c=1 d=1 t=10770
yuan yu 	源於	c=1 d=0.000520875 t=11833
yuan ze 	原則	c=1 d=0.0898153 t=11833
yuan zi 	原子	c=1 d=0.00467746 t=11833
yue 	月	c=18 d=0.985112 t=11833
yue di 	月底	c=1 d=0.32628 t=11833
yue du qi 	閱讀器	c=1 d=1 t=9554
yue fen 	月份	c=1 d=0.158025 t=11833
yue ka 	月卡	c=1 d=4.11005e-11 t=11833
yue lai 	越來	c=1 d=0.0139818 t=11833
